id,description,amount,category,merchant,carbon_kg,date,confidence
1515,Amazon #6513,359.79,Shopping,Amazon,76.5,2025-05-08,0.7991852022962844
1516,Subway #2686 TX,42.64,Food,Subway,11.32,2024-09-15,0.9184100081366876
1517,Duke Energy #2741,104.38,Energy,Duke Energy,39.12,2024-10-16,0.9125545348067486
1518,Starbucks #1150,102.33,Food,Starbucks,31.38,2025-06-20,0.8820745575457958
1519,Netflix #3826,32.89,Entertainment,Netflix,3.1,2025-03-26,0.9109383534614711
1520,Lyft #9155 CA,48.71,Transportation,Lyft,40.79,2024-09-01,0.7031998349781181
1521,Amazon #5698,180.6,Shopping,Amazon,40.26,2025-01-07,0.8878888463539578
1522,PG&E Electric #2794 CA,244.1,Energy,PG&E Electric,79.03,2024-11-04,0.8748282316202538
1523,Amazon #3656,298.91,Shopping,Amazon,56.05,2024-08-24,0.7104889596375794
1524,Duke Energy #5654,235.86,Energy,Duke Energy,109.22,2024-07-07,0.7619106260869524
1525,Duke Energy #1853,283.78,Energy,Duke Energy,106.53,2025-01-03,0.8571103712106425
1526,Target #4407,431.31,Shopping,Target,85.52,2024-07-09,0.9609521277061654
1527,Netflix #4084,9.43,Entertainment,Netflix,0.81,2024-11-10,0.8734527014465487
1528,Lyft #6852,148.92,Transportation,Lyft,124.76,2025-06-09,0.9307294884395556
1529,Whole Foods #4946,115.93,Food,Whole Foods,39.21,2024-06-28,0.8027669390293417
1530,Uber #6687 CA,91.18,Transportation,Uber,82.12,2025-01-12,0.7363463423318096
1531,McDonalds #8894,136.57,Food,McDonalds,37.44,2024-10-12,0.7496569059230369
1532,AMC Theaters #4480,43.07,Entertainment,AMC Theaters,4.18,2024-11-05,0.967167952237191
1533,AMC Theaters #2080,44.68,Entertainment,AMC Theaters,5.02,2024-10-25,0.9887349693290236
1534,Best Buy #3011,167.55,Shopping,Best Buy,30.57,2024-07-01,0.9384858554830615
1535,AMC Theaters #8228,97.9,Entertainment,AMC Theaters,9.03,2024-09-19,0.8765294907408573
1536,Delta Airlines #3605,86.81,Transportation,Delta Airlines,78.27,2025-01-14,0.7277740912492344
1537,Subway #3254,13.18,Food,Subway,3.84,2024-07-19,0.9945603836618544
1538,Delta Airlines #2429,178.11,Transportation,Delta Airlines,120.66,2024-08-02,0.9787463094373839
1539,Delta Airlines #4099,171.12,Transportation,Delta Airlines,143.17,2024-09-25,0.8717724901914102
1540,Chevron #7427,93.86,Transportation,Chevron,61.96,2025-05-21,0.7096363386755661
1541,Duke Energy #6150 CA,222.24,Energy,Duke Energy,75.37,2024-09-18,0.7359209187788356
1542,Subway #8240,60.42,Food,Subway,17.14,2025-03-15,0.7066719706626979
1543,ConEd Utility #1221,281.46,Energy,ConEd Utility,129.18,2024-09-28,0.7224766587633888
1544,ConEd Utility #8750,68.23,Energy,ConEd Utility,24.82,2025-02-04,0.8261064132756171
1545,Spotify #3303 TX,56.21,Entertainment,Spotify,5.94,2024-09-21,0.7289063388354202
1546,Shell Gas Station #3925,114.43,Transportation,Shell Gas Station,82.8,2025-01-20,0.7948308799986525
1547,Apple Store #4482,465.31,Shopping,Apple Store,93.7,2024-12-25,0.9595909558537661
1548,Best Buy #9119 CA,103.04,Shopping,Best Buy,22.14,2025-01-12,0.7992784581527043
1549,Safeway #6422 NY,70.77,Food,Safeway,19.74,2025-05-30,0.9493987730602926
1550,McDonalds #1627,144.37,Food,McDonalds,50.72,2025-01-31,0.8634313450541229
1551,Best Buy #7455,264.89,Shopping,Best Buy,49.24,2024-07-29,0.8826794248768711
1552,Amazon #6402 NY,372.31,Shopping,Amazon,80.98,2025-06-05,0.9151486727225591
1553,Spotify #1255,42.82,Entertainment,Spotify,4.76,2024-12-14,0.9938351953056366
1554,ConEd Utility #4279,167.17,Energy,ConEd Utility,65.44,2024-08-30,0.9668564019373
1555,Chevron #5799 CA,47.53,Transportation,Chevron,43.6,2024-10-13,0.7009287965800756
1556,Chevron #2691,181.86,Transportation,Chevron,127.28,2025-03-12,0.7640371639978915
1557,PG&E Electric #4724,130.17,Energy,PG&E Electric,51.28,2024-10-26,0.9419206712748374
1558,ConEd Utility #7522,88.99,Energy,ConEd Utility,29.36,2024-09-23,0.8235394493684681
1559,ConEd Utility #8611 CA,266.96,Energy,ConEd Utility,117.2,2024-12-27,0.9040074249260784
1560,Target #8062 CA,427.65,Shopping,Target,85.94,2024-12-24,0.7446184204434532
1561,AMC Theaters #6067,43.94,Entertainment,AMC Theaters,3.99,2025-02-05,0.881754968886168
1562,Duke Energy #9718 NY,187.83,Energy,Duke Energy,85.81,2025-03-06,0.8817744870775596
1563,Whole Foods #9598,53.91,Food,Whole Foods,13.41,2024-08-27,0.9051086154224384
1564,Spotify #9677 CA,74.14,Entertainment,Spotify,6.7,2025-04-06,0.7908100921946951
1565,Delta Airlines #3907,151.1,Transportation,Delta Airlines,115.32,2024-11-21,0.9640130553459736
1566,AMC Theaters #6203,71.7,Entertainment,AMC Theaters,5.74,2025-03-02,0.953911065378841
1567,Netflix #9204 CA,71.69,Entertainment,Netflix,7.86,2025-05-15,0.9378531044691755
1568,Target #9164 TX,186.0,Shopping,Target,32.54,2025-02-17,0.8284333765613379
1569,ConEd Utility #1450,168.71,Energy,ConEd Utility,57.51,2025-01-28,0.8747391061905202
1570,Chevron #5029,49.83,Transportation,Chevron,41.5,2024-07-15,0.8997328069486992
1571,Whole Foods #9859,136.36,Food,Whole Foods,39.72,2024-12-15,0.7496120238804302
1572,Duke Energy #4506,192.52,Energy,Duke Energy,73.41,2024-10-25,0.7838085336799729
1573,PG&E Electric #4362,127.72,Energy,PG&E Electric,53.44,2025-02-14,0.756298091135167
1574,PG&E Electric #4868,119.13,Energy,PG&E Electric,38.52,2024-09-16,0.9637679609137335
1575,Apple Store #5994,432.32,Shopping,Apple Store,97.7,2025-06-07,0.9374882593196355
1576,PG&E Electric #4692,74.53,Energy,PG&E Electric,33.32,2024-06-29,0.9714104536469197
1577,Starbucks #1831,11.67,Food,Starbucks,3.83,2025-03-20,0.9921947201005156
1578,Safeway #2652 NY,79.57,Food,Safeway,21.38,2025-04-01,0.843406993849802
1579,ConEd Utility #8230,274.81,Energy,ConEd Utility,95.31,2025-03-04,0.8843024479228873
1580,McDonalds #2612,47.76,Food,McDonalds,12.38,2024-10-25,0.8969359624016591
1581,McDonalds #6534,8.78,Food,McDonalds,3.13,2025-05-05,0.7370346015664458
1582,Delta Airlines #9846 TX,161.07,Transportation,Delta Airlines,121.33,2024-09-06,0.8712447744833158
1583,AMC Theaters #3501 TX,12.48,Entertainment,AMC Theaters,1.37,2025-05-05,0.8702453222790658
1584,Best Buy #3862,315.35,Shopping,Best Buy,58.0,2025-05-20,0.8881752947345547
1585,Duke Energy #9457,274.01,Energy,Duke Energy,95.53,2024-12-22,0.8515309589650131
1586,Safeway #9329 CA,15.86,Food,Safeway,5.7,2024-07-22,0.8491172124932037
1587,Amazon #7706,281.76,Shopping,Amazon,55.26,2024-08-07,0.7374182155950174
1588,Lyft #6464,77.4,Transportation,Lyft,72.57,2025-01-17,0.8932358909655289
1589,Subway #1466 TX,76.52,Food,Subway,20.45,2025-05-31,0.7338454514296839
1590,Netflix #2935 NY,15.53,Entertainment,Netflix,1.53,2024-08-13,0.8264366555572116
1591,Whole Foods #3472,94.54,Food,Whole Foods,25.88,2024-12-04,0.7595456531144749
1592,Safeway #6976,129.89,Food,Safeway,34.2,2024-10-23,0.835289659392991
1593,Amazon #2660 CA,242.62,Shopping,Amazon,57.04,2024-10-08,0.9362622533389872
1594,Safeway #8053 TX,114.23,Food,Safeway,29.35,2024-12-16,0.9036186618695555
1595,Delta Airlines #6610,108.41,Transportation,Delta Airlines,80.75,2025-02-17,0.7617008779734087
1596,AMC Theaters #6752,28.23,Entertainment,AMC Theaters,2.66,2025-01-13,0.9834846267487849
1597,Target #8149,90.51,Shopping,Target,18.68,2025-02-22,0.9588193820203964
1598,Lyft #3721,45.89,Transportation,Lyft,34.79,2025-05-20,0.7301535698647083
1599,Shell Gas Station #4718,29.05,Transportation,Shell Gas Station,24.27,2024-11-04,0.8098269667442789
1600,Apple Store #6876,276.21,Shopping,Apple Store,51.54,2024-08-24,0.7519936886017373
1601,Lyft #6742 TX,90.65,Transportation,Lyft,62.02,2025-03-18,0.7526766617314018
1602,Apple Store #3262,126.71,Shopping,Apple Store,28.09,2024-08-05,0.8894427898848237
1603,Duke Energy #8047 TX,150.96,Energy,Duke Energy,65.2,2025-01-14,0.891762064704251
1604,Target #5808 CA,239.81,Shopping,Target,57.02,2025-03-24,0.8013047103141655
1605,Netflix #4191 NY,38.91,Entertainment,Netflix,4.14,2025-03-12,0.7527479097794326
1606,Spotify #1920,48.03,Entertainment,Spotify,4.07,2025-06-10,0.7387778660760945
1607,Netflix #8265 TX,37.23,Entertainment,Netflix,4.18,2024-12-03,0.7800039221287937
1608,Chevron #3837,63.8,Transportation,Chevron,50.59,2024-10-23,0.862651442386568
1609,Best Buy #7908 TX,112.46,Shopping,Best Buy,20.8,2024-09-22,0.8652089787488771
1610,McDonalds #6079 CA,83.21,Food,McDonalds,23.59,2024-06-30,0.7909867068319134
1611,Starbucks #8967,143.38,Food,Starbucks,41.83,2025-04-27,0.7815013256113316
1612,Apple Store #9313,258.6,Shopping,Apple Store,47.97,2025-05-15,0.9426777045214987
1613,Subway #9825,80.44,Food,Subway,20.23,2024-10-30,0.725864588582702
1614,AMC Theaters #1132,36.46,Entertainment,AMC Theaters,3.31,2024-08-25,0.8838074612515671
1615,PG&E Electric #4907 NY,197.58,Energy,PG&E Electric,87.86,2024-10-29,0.7629165669230167
1616,AMC Theaters #7996,71.74,Entertainment,AMC Theaters,7.3,2024-06-30,0.7830846420520974
1617,Duke Energy #1034,195.53,Energy,Duke Energy,84.0,2024-06-29,0.8725117950342454
1618,AMC Theaters #6177 NY,34.44,Entertainment,AMC Theaters,3.19,2024-12-14,0.934314628754503
1619,Lyft #7445,82.47,Transportation,Lyft,63.53,2025-03-28,0.7915577884470965
1620,Lyft #9936,27.81,Transportation,Lyft,20.98,2025-06-21,0.975120895209511
1621,Safeway #6772,108.46,Food,Safeway,33.11,2025-01-01,0.8614480657554363
1622,Subway #2407 NY,148.61,Food,Subway,48.35,2024-08-10,0.8313290992166846
1623,Apple Store #7023 NY,337.16,Shopping,Apple Store,56.32,2025-03-23,0.7366956679125048
1624,Amazon #1121,302.75,Shopping,Amazon,70.48,2024-09-01,0.7214017531114615
1625,Delta Airlines #1887 NY,147.2,Transportation,Delta Airlines,97.14,2024-11-13,0.892895097873412
1626,McDonalds #5721,61.78,Food,McDonalds,17.77,2024-11-23,0.795227774087063
1627,Subway #4129,143.38,Food,Subway,35.46,2025-03-22,0.891055644145764
1628,PG&E Electric #6364,211.04,Energy,PG&E Electric,100.21,2024-08-17,0.9745273953154818
1629,Uber #4064,102.97,Transportation,Uber,91.54,2024-09-05,0.8521096197094137
1630,Uber #1132 CA,78.54,Transportation,Uber,54.07,2024-12-19,0.7505235884597445
1631,Delta Airlines #6147,57.62,Transportation,Delta Airlines,39.2,2025-02-09,0.8413572440005124
1632,Chevron #2296,72.13,Transportation,Chevron,47.25,2025-06-02,0.7376215903134555
1633,Target #3036,450.68,Shopping,Target,89.67,2025-01-02,0.8902713307847392
1634,Spotify #2162,69.21,Entertainment,Spotify,8.16,2025-04-05,0.7033549473024002
1635,Netflix #5704 NY,20.88,Entertainment,Netflix,2.33,2025-03-22,0.7407285301999408
1636,PG&E Electric #5238,168.56,Energy,PG&E Electric,56.36,2024-10-19,0.7294106410606764
1637,Safeway #9957,48.95,Food,Safeway,12.38,2025-02-25,0.7971669639613521
1638,AMC Theaters #2616,30.99,Entertainment,AMC Theaters,3.15,2025-03-22,0.820372435055089
1639,Chevron #3476,78.02,Transportation,Chevron,74.06,2025-03-16,0.9402363145212178
1640,Amazon #3602 TX,484.15,Shopping,Amazon,113.55,2025-01-16,0.9706364063162165
1641,Shell Gas Station #6759,83.74,Transportation,Shell Gas Station,76.31,2024-10-14,0.8862802134622956
1642,Delta Airlines #4202,164.9,Transportation,Delta Airlines,135.11,2025-02-16,0.939518453528218
1643,Whole Foods #7197,75.8,Food,Whole Foods,19.58,2024-12-03,0.9787050276562396
1644,ConEd Utility #3978,127.33,Energy,ConEd Utility,54.65,2025-04-04,0.7965322043750409
1645,Target #7119,192.69,Shopping,Target,35.14,2025-02-17,0.9579512750785822
1646,Safeway #1149 TX,23.82,Food,Safeway,6.67,2024-08-07,0.8792758539864527
1647,Duke Energy #4927,290.05,Energy,Duke Energy,98.79,2024-08-28,0.7813790030757554
1648,ConEd Utility #4626 TX,182.35,Energy,ConEd Utility,63.04,2025-02-25,0.9040758752386523
1649,Target #7089,484.22,Shopping,Target,112.79,2024-09-17,0.7398278416224254
1650,Delta Airlines #6531 NY,109.78,Transportation,Delta Airlines,71.46,2025-02-09,0.7230977077558058
1651,Spotify #5472,80.92,Entertainment,Spotify,8.62,2024-07-27,0.7261384072348819
1652,Amazon #5082,381.57,Shopping,Amazon,68.02,2024-12-07,0.8023426189558259
1653,ConEd Utility #2054,162.59,Energy,ConEd Utility,55.32,2024-07-07,0.9616812154177149
1654,Delta Airlines #9439,62.01,Transportation,Delta Airlines,51.42,2025-06-18,0.7786696152337751
1655,Amazon #3246,198.41,Shopping,Amazon,36.31,2025-05-23,0.9577013593989623
1656,Delta Airlines #7402 NY,57.61,Transportation,Delta Airlines,54.86,2025-06-05,0.8490794412324849
1657,Delta Airlines #6848,159.69,Transportation,Delta Airlines,139.22,2024-07-19,0.8172671128293114
1658,Apple Store #5610 NY,253.81,Shopping,Apple Store,53.98,2024-08-04,0.7900839234816447
1659,Spotify #7148 TX,96.17,Entertainment,Spotify,9.55,2025-01-20,0.739515820055662
1660,McDonalds #6872,113.12,Food,McDonalds,31.22,2025-04-16,0.7094697019023191
1661,Uber #8364,116.82,Transportation,Uber,101.67,2025-05-19,0.8832876990740988
1662,PG&E Electric #6250,274.75,Energy,PG&E Electric,97.04,2024-07-30,0.8713077806934291
1663,Best Buy #2452,433.08,Shopping,Best Buy,91.84,2024-12-13,0.9403033163132108
1664,Target #2943 NY,19.19,Shopping,Target,4.15,2024-08-10,0.7558828641809643
1665,PG&E Electric #3717,250.38,Energy,PG&E Electric,115.23,2024-07-19,0.9882444308198268
1666,Chevron #4057,92.37,Transportation,Chevron,88.33,2025-03-03,0.8941208401479928
1667,Amazon #9617 CA,133.38,Shopping,Amazon,24.15,2025-02-20,0.8735189103013961
1668,Safeway #3509,121.72,Food,Safeway,39.31,2025-05-27,0.712206912625831
1669,Duke Energy #1072 TX,123.84,Energy,Duke Energy,49.31,2024-08-10,0.9132541387355797
1670,Starbucks #3060,10.93,Food,Starbucks,3.25,2024-06-21,0.9163548923908528
1671,Apple Store #2858 CA,459.77,Shopping,Apple Store,96.99,2024-11-27,0.7753829581888623
1672,PG&E Electric #9100,241.12,Energy,PG&E Electric,95.64,2024-10-27,0.9505666033727886
1673,Netflix #7728 NY,79.7,Entertainment,Netflix,8.21,2024-07-09,0.8798007360573366
1674,Whole Foods #6655 NY,69.72,Food,Whole Foods,24.1,2025-06-10,0.8743357542844601
1675,Apple Store #8296,24.52,Shopping,Apple Store,4.29,2024-12-31,0.7886538359414567
1676,Amazon #1235,473.1,Shopping,Amazon,76.38,2024-09-28,0.907553171658805
1677,Best Buy #5645 TX,256.95,Shopping,Best Buy,46.4,2024-09-14,0.7064496403516843
1678,Netflix #9965,76.98,Entertainment,Netflix,8.05,2024-12-16,0.8790348876522133
1679,Target #1937 CA,155.28,Shopping,Target,27.8,2025-04-29,0.722870578266353
1680,Best Buy #4216,171.47,Shopping,Best Buy,30.65,2024-12-16,0.9894671762161278
1681,Target #7878,156.69,Shopping,Target,31.64,2024-08-22,0.9027154586681299
1682,Duke Energy #9251 TX,87.64,Energy,Duke Energy,40.88,2025-04-12,0.7021917187149881
1683,PG&E Electric #7560 TX,270.67,Energy,PG&E Electric,118.54,2025-04-23,0.8411060154006549
1684,Delta Airlines #5557,52.69,Transportation,Delta Airlines,43.45,2024-09-19,0.9275594652162702
1685,PG&E Electric #9782,241.75,Energy,PG&E Electric,112.77,2025-04-15,0.9206925608419207
1686,Amazon #4475,191.49,Shopping,Amazon,33.32,2024-07-31,0.7143312289380644
1687,Uber #6511 CA,108.08,Transportation,Uber,74.83,2024-09-18,0.8000403136519063
1688,McDonalds #8018 NY,40.29,Food,McDonalds,14.43,2024-10-05,0.8031676509344001
1689,Whole Foods #5742,78.07,Food,Whole Foods,21.39,2025-06-02,0.8622309611380843
1690,Shell Gas Station #3669 TX,196.44,Transportation,Shell Gas Station,135.99,2025-01-30,0.8883674772946161
1691,Apple Store #2307,368.81,Shopping,Apple Store,64.49,2024-08-18,0.8248425511144941
1692,Amazon #8232,21.69,Shopping,Amazon,4.98,2024-07-21,0.9235805088542759
1693,Spotify #7820,49.42,Entertainment,Spotify,5.49,2025-03-06,0.7502352065757142
1694,Safeway #6387,28.9,Food,Safeway,8.92,2025-01-08,0.9272595753887626
1695,PG&E Electric #2712 CA,287.58,Energy,PG&E Electric,125.59,2024-11-12,0.8508590008534411
1696,Netflix #7819,74.49,Entertainment,Netflix,6.67,2024-12-17,0.9660805240922492
1697,Amazon #7015 CA,63.62,Shopping,Amazon,14.85,2025-04-03,0.8968119854987815
1698,Netflix #5769,66.11,Entertainment,Netflix,6.5,2025-04-13,0.9063783524190043
1699,Netflix #1989 CA,76.2,Entertainment,Netflix,6.45,2025-03-19,0.8006683098151793
1700,Spotify #4544,20.86,Entertainment,Spotify,1.99,2025-04-15,0.8788463144816058
1701,AMC Theaters #4455,39.11,Entertainment,AMC Theaters,4.55,2024-12-23,0.7118670736653655
1702,PG&E Electric #5828,124.58,Energy,PG&E Electric,46.48,2024-11-24,0.7340420030369259
1703,Duke Energy #1813 NY,108.92,Energy,Duke Energy,43.25,2025-05-21,0.9916461784743253
1704,Duke Energy #8042,93.61,Energy,Duke Energy,40.6,2025-01-01,0.9159643637886812
1705,Shell Gas Station #2467,55.78,Transportation,Shell Gas Station,43.97,2024-09-18,0.8466670765985782
1706,Lyft #6219,85.59,Transportation,Lyft,65.03,2025-03-27,0.7078672106098536
1707,AMC Theaters #3415 TX,90.29,Entertainment,AMC Theaters,8.05,2024-12-18,0.7193235846052928
1708,ConEd Utility #3194,180.66,Energy,ConEd Utility,59.17,2024-10-23,0.780520583837412
1709,McDonalds #5132,66.99,Food,McDonalds,22.52,2025-01-07,0.9032194718651579
1710,Uber #3195,159.21,Transportation,Uber,111.85,2024-12-26,0.8553595814043742
1711,Target #4472,16.86,Shopping,Target,3.79,2024-06-23,0.9223195114217961
1712,Duke Energy #3406,247.1,Energy,Duke Energy,101.38,2024-10-10,0.7328498421397203
1713,Netflix #2990,99.48,Entertainment,Netflix,8.54,2024-06-30,0.9466987544363283
1714,Delta Airlines #1287,64.44,Transportation,Delta Airlines,52.23,2025-01-05,0.8349292441767984
1715,Amazon #2657,408.83,Shopping,Amazon,76.93,2024-12-13,0.9212527915282654
1716,ConEd Utility #8971,280.07,Energy,ConEd Utility,125.37,2025-06-04,0.8189273919164477
1717,PG&E Electric #5141,271.61,Energy,PG&E Electric,89.12,2024-11-17,0.9521558711031639
1718,Netflix #7467,31.74,Entertainment,Netflix,3.74,2025-03-15,0.9234907925201158
1719,Duke Energy #4606,235.03,Energy,Duke Energy,110.3,2025-05-09,0.9865422449114463
1720,Shell Gas Station #7304 CA,64.68,Transportation,Shell Gas Station,46.08,2024-11-20,0.9295450640684553
1721,Apple Store #8904 TX,452.21,Shopping,Apple Store,92.35,2024-09-09,0.9372974471583222
1722,Spotify #3683,29.61,Entertainment,Spotify,3.4,2024-11-24,0.8419756722757386
1723,Duke Energy #7166,277.43,Energy,Duke Energy,117.28,2025-04-13,0.7523817740733445
1724,Shell Gas Station #8295,105.26,Transportation,Shell Gas Station,87.47,2025-02-18,0.8261509509173548
1725,AMC Theaters #5887,10.03,Entertainment,AMC Theaters,1.05,2025-03-03,0.7549505085193485
1726,Apple Store #7892,388.61,Shopping,Apple Store,88.35,2024-09-21,0.7014427722658733
1727,Netflix #5073,84.22,Entertainment,Netflix,7.52,2024-12-13,0.8248521047310553
1728,Apple Store #5093,446.81,Shopping,Apple Store,100.11,2024-10-23,0.731254192330268
1729,Amazon #5825 CA,282.11,Shopping,Amazon,58.41,2024-10-03,0.8972954599817214
1730,Netflix #5744,13.45,Entertainment,Netflix,1.53,2025-03-29,0.9632424563611419
1731,Shell Gas Station #5955,22.49,Transportation,Shell Gas Station,19.31,2024-11-22,0.7435086316891161
1732,Delta Airlines #9042,69.02,Transportation,Delta Airlines,63.34,2024-11-04,0.8721446234790334
1733,Netflix #6589 NY,37.16,Entertainment,Netflix,4.0,2024-07-18,0.8510726893048066
1734,Delta Airlines #4741 TX,72.55,Transportation,Delta Airlines,55.25,2024-09-23,0.9664978238372153
1735,Spotify #4529,94.55,Entertainment,Spotify,8.11,2024-11-10,0.8673793776835276
1736,AMC Theaters #2470 CA,68.55,Entertainment,AMC Theaters,5.53,2024-08-19,0.9503382545339851
1737,Apple Store #9448,491.54,Shopping,Apple Store,90.34,2025-06-13,0.8057942399251243
1738,Lyft #4201 NY,37.14,Transportation,Lyft,26.34,2024-08-10,0.7077027577017974
1739,Shell Gas Station #1507,83.33,Transportation,Shell Gas Station,72.39,2025-02-07,0.7318396705632298
1740,Netflix #5592,50.7,Entertainment,Netflix,5.2,2025-06-11,0.8880341865871283
1741,Shell Gas Station #9473,180.63,Transportation,Shell Gas Station,162.58,2024-07-25,0.7268959369536473
1742,Duke Energy #8552,115.82,Energy,Duke Energy,48.13,2024-10-14,0.9830159092375743
1743,ConEd Utility #2386,131.81,Energy,ConEd Utility,62.27,2025-03-28,0.8611009708743278
1744,Spotify #7838 TX,39.65,Entertainment,Spotify,3.36,2025-05-04,0.8742929398598944
1745,ConEd Utility #3350,171.58,Energy,ConEd Utility,55.94,2025-02-15,0.7725833514397006
1746,Spotify #8694,21.0,Entertainment,Spotify,1.83,2025-01-30,0.9162492531982744
1747,Shell Gas Station #1774 CA,145.5,Transportation,Shell Gas Station,98.27,2024-08-30,0.9274099633298477
1748,Whole Foods #5345,6.03,Food,Whole Foods,1.57,2025-01-24,0.9841251084403926
1749,Chevron #5929,162.8,Transportation,Chevron,136.2,2024-09-07,0.8394806676211669
1750,Shell Gas Station #7856,113.2,Transportation,Shell Gas Station,98.16,2024-10-01,0.7623362102010288
